trial_id,split,task_name,topic,risk_level,difficulty,response_pattern,input_client_statement,input_counselor_response,input_text,ground_truth,ground_truth_binary,model_output,model_probability,human_rating_of_model_output,dataset_source
study_0011,study,counselor_response_appropriateness,relationship_conflict,low,medium,reflective_collaboration,"After arguments at home, I replay everything and cannot focus.",It sounds like arguments with my partner has been taking a lot of energy. Would it help if we identified one concrete next step for this week?,"Client: After arguments at home, I replay everything and cannot focus. Counselor response: It sounds like arguments with my partner has been taking a lot of energy. Would it help if we identified one concrete next step for this week?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0012,study,counselor_response_appropriateness,domestic_safety_concern,high,easy,safety_underreaction,"At home I feel watched and controlled, and I do not feel safe.","This sounds dramatic, not urgent. Try to distract yourself and move on.","Client: At home I feel watched and controlled, and I do not feel safe. Counselor response: This sounds dramatic, not urgent. Try to distract yourself and move on.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0013,study,counselor_response_appropriateness,family_conflict,moderate,hard,boundary_crossing,I feel guilty setting boundaries with relatives even when I need space.,Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,Client: I feel guilty setting boundaries with relatives even when I need space. Counselor response: Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0014,study,counselor_response_appropriateness,financial_stress,moderate,easy,judgmental_blame,Money stress is affecting my sleep and concentration.,"Honestly, this sounds self-inflicted. You need better discipline.","Client: Money stress is affecting my sleep and concentration. Counselor response: Honestly, this sounds self-inflicted. You need better discipline.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0015,study,counselor_response_appropriateness,family_conflict,moderate,medium,premature_directive,My family keeps pressuring me about my career choices and I feel trapped.,Do not dwell on this. just push through and ignore the feelings.,Client: My family keeps pressuring me about my career choices and I feel trapped. Counselor response: Do not dwell on this. just push through and ignore the feelings.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0016,study,counselor_response_appropriateness,family_conflict,moderate,easy,validation_open_question,I feel guilty setting boundaries with relatives even when I need space.,I hear how heavy this has been. Your reaction to conflict with relatives is understandable. What part would you like to start with?,Client: I feel guilty setting boundaries with relatives even when I need space. Counselor response: I hear how heavy this has been. Your reaction to conflict with relatives is understandable. What part would you like to start with?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0017,study,counselor_response_appropriateness,domestic_safety_concern,high,easy,safety_underreaction,I am afraid things could escalate if I set boundaries at home.,You are probably just exhausted. Get some sleep and you will be fine.,Client: I am afraid things could escalate if I set boundaries at home. Counselor response: You are probably just exhausted. Get some sleep and you will be fine.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0018,study,counselor_response_appropriateness,social_anxiety,low,hard,strengths_reframe,I replay conversations for hours and feel embarrassed.,"Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: I replay conversations for hours and feel embarrassed. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0019,study,counselor_response_appropriateness,financial_stress,moderate,easy,invalidation,Bills are piling up and I feel panic every time I check my account.,This is not worth this much emotion. you need to stop overthinking.,Client: Bills are piling up and I feel panic every time I check my account. Counselor response: This is not worth this much emotion. you need to stop overthinking.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0020,study,counselor_response_appropriateness,trauma_reminder,high,medium,confidentiality_breach,Certain sounds trigger flashbacks and I feel like I am back there.,I will contact your family and supervisor right away without asking you first.,Client: Certain sounds trigger flashbacks and I feel like I am back there. Counselor response: I will contact your family and supervisor right away without asking you first.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0021,study,counselor_response_appropriateness,sleep_dysregulation,low,hard,boundary_crossing,I wake up exhausted even when I am in bed all night.,You only need me for this. Keep this between us and follow my instructions.,Client: I wake up exhausted even when I am in bed all night. Counselor response: You only need me for this. Keep this between us and follow my instructions.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0022,study,counselor_response_appropriateness,imposter_syndrome,low,medium,premature_directive,I keep waiting for people to realize I am not qualified.,Do not dwell on this. do exactly what I say.,Client: I keep waiting for people to realize I am not qualified. Counselor response: Do not dwell on this. do exactly what I say.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0023,study,counselor_response_appropriateness,family_conflict,moderate,medium,premature_directive,My family keeps pressuring me about my career choices and I feel trapped.,I do not need more details. follow my plan and stop questioning it.,Client: My family keeps pressuring me about my career choices and I feel trapped. Counselor response: I do not need more details. follow my plan and stop questioning it.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0024,study,counselor_response_appropriateness,identity_stress,low,easy,validation_open_question,I feel pulled between cultural expectations and what I want for myself.,Thank you for sharing this. It makes sense that you feel on edge given cultural pressure. What feels hardest right now?,Client: I feel pulled between cultural expectations and what I want for myself. Counselor response: Thank you for sharing this. It makes sense that you feel on edge given cultural pressure. What feels hardest right now?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0025,study,counselor_response_appropriateness,sleep_dysregulation,low,hard,toxic_positivity,I wake up exhausted even when I am in bed all night.,"Thanks for sharing, but if you stay positive this will disappear quickly.","Client: I wake up exhausted even when I am in bed all night. Counselor response: Thanks for sharing, but if you stay positive this will disappear quickly.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0026,study,counselor_response_appropriateness,domestic_safety_concern,high,medium,safety_check_referral,My partner checks my phone and gets angry when I talk to others.,"Thank you for sharing this. I want to prioritize your safety first. Are you currently safe? If there is immediate risk, please call 988 or local emergency services now.","Client: My partner checks my phone and gets angry when I talk to others. Counselor response: Thank you for sharing this. I want to prioritize your safety first. Are you currently safe? If there is immediate risk, please call 988 or local emergency services now.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0027,study,counselor_response_appropriateness,self_harm_ideation,high,hard,safety_plan_collaboration,I am scared by how often thoughts of not waking up show up.,"What you shared is serious, and I appreciate your honesty. Let us focus on immediate safety and identify one person from your support network you can contact today.","Client: I am scared by how often thoughts of not waking up show up. Counselor response: What you shared is serious, and I appreciate your honesty. Let us focus on immediate safety and identify one person from your support network you can contact today.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0028,study,counselor_response_appropriateness,financial_stress,moderate,easy,validation_open_question,Money stress is affecting my sleep and concentration.,Thank you for sharing this. It makes sense that you feel drained given money anxiety. What feels hardest right now?,Client: Money stress is affecting my sleep and concentration. Counselor response: Thank you for sharing this. It makes sense that you feel drained given money anxiety. What feels hardest right now?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0029,study,counselor_response_appropriateness,trauma_reminder,high,medium,confidentiality_breach,Nightmares and sudden panic make me feel unsafe in my own body.,I am going to share this with others immediately. We do not need to discuss consent.,Client: Nightmares and sudden panic make me feel unsafe in my own body. Counselor response: I am going to share this with others immediately. We do not need to discuss consent.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0030,study,counselor_response_appropriateness,substance_urge,moderate,medium,premature_directive,"After hard days, I rely on substances to turn my brain off.",Do not dwell on this. just push through and ignore the feelings.,"Client: After hard days, I rely on substances to turn my brain off. Counselor response: Do not dwell on this. just push through and ignore the feelings.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0031,study,counselor_response_appropriateness,domestic_safety_concern,high,hard,safety_plan_collaboration,I am afraid things could escalate if I set boundaries at home.,"I hear how intense this is. Before anything else, let us make a short safety plan for the next 24 hours and connect you with direct support.","Client: I am afraid things could escalate if I set boundaries at home. Counselor response: I hear how intense this is. Before anything else, let us make a short safety plan for the next 24 hours and connect you with direct support.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0032,study,counselor_response_appropriateness,substance_urge,moderate,medium,reflective_collaboration,"After hard days, I rely on substances to turn my brain off.",It sounds like stress coping has been taking a lot of energy. Would it help if we identified one concrete next step for this week?,"Client: After hard days, I rely on substances to turn my brain off. Counselor response: It sounds like stress coping has been taking a lot of energy. Would it help if we identified one concrete next step for this week?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0033,study,counselor_response_appropriateness,sleep_dysregulation,low,hard,strengths_reframe,I lie awake for hours replaying everything that went wrong.,"Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: I lie awake for hours replaying everything that went wrong. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0034,study,counselor_response_appropriateness,family_conflict,moderate,medium,reflective_collaboration,Calls with my parents leave me tense for the rest of the day.,It sounds like family pressure has been taking a lot of energy. Would it help if we identified one concrete next step for this week?,Client: Calls with my parents leave me tense for the rest of the day. Counselor response: It sounds like family pressure has been taking a lot of energy. Would it help if we identified one concrete next step for this week?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0035,study,counselor_response_appropriateness,substance_urge,moderate,medium,reflective_collaboration,"After hard days, I rely on substances to turn my brain off.",It sounds like stress coping has been taking a lot of energy. Would it help if we identified a small experiment for this week?,"Client: After hard days, I rely on substances to turn my brain off. Counselor response: It sounds like stress coping has been taking a lot of energy. Would it help if we identified a small experiment for this week?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0036,study,counselor_response_appropriateness,trauma_reminder,high,medium,safety_check_referral,Nightmares and sudden panic make me feel unsafe in my own body.,"Thank you for sharing this. I want to prioritize your safety first. Are you currently safe? If there is immediate risk, please call 988 or local emergency services now.","Client: Nightmares and sudden panic make me feel unsafe in my own body. Counselor response: Thank you for sharing this. I want to prioritize your safety first. Are you currently safe? If there is immediate risk, please call 988 or local emergency services now.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0037,study,counselor_response_appropriateness,sleep_dysregulation,low,easy,invalidation,I lie awake for hours replaying everything that went wrong.,This is not worth this much emotion. you just need to be positive.,Client: I lie awake for hours replaying everything that went wrong. Counselor response: This is not worth this much emotion. you just need to be positive.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0038,study,counselor_response_appropriateness,trauma_reminder,high,medium,safety_check_referral,"I avoid places that remind me of what happened, but it keeps intruding.","I am really glad you told me. Your safety matters. Are you in immediate danger right now? If yes, contact 988 or emergency services while we plan immediate support.","Client: I avoid places that remind me of what happened, but it keeps intruding. Counselor response: I am really glad you told me. Your safety matters. Are you in immediate danger right now? If yes, contact 988 or emergency services while we plan immediate support.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0039,study,counselor_response_appropriateness,grief_loss,moderate,hard,boundary_crossing,"Since my loss, normal routines feel heavy and unreal.",Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,"Client: Since my loss, normal routines feel heavy and unreal. Counselor response: Do not involve anyone else. Just message me anytime day or night and I will fix this personally.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0040,study,counselor_response_appropriateness,substance_urge,moderate,easy,judgmental_blame,"After hard days, I rely on substances to turn my brain off.","Honestly, this sounds self-inflicted. You need better discipline.","Client: After hard days, I rely on substances to turn my brain off. Counselor response: Honestly, this sounds self-inflicted. You need better discipline.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0041,study,counselor_response_appropriateness,self_harm_ideation,high,medium,safety_check_referral,Sometimes I wish I could disappear because this all feels pointless.,"I am really glad you told me. Your safety matters. Are you in immediate danger right now? If yes, contact 988 or emergency services while we plan immediate support.","Client: Sometimes I wish I could disappear because this all feels pointless. Counselor response: I am really glad you told me. Your safety matters. Are you in immediate danger right now? If yes, contact 988 or emergency services while we plan immediate support.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0042,study,counselor_response_appropriateness,identity_stress,low,medium,reflective_collaboration,I feel pulled between cultural expectations and what I want for myself.,It sounds like cultural pressure has been taking a lot of energy. Would it help if we identified a small experiment for this week?,Client: I feel pulled between cultural expectations and what I want for myself. Counselor response: It sounds like cultural pressure has been taking a lot of energy. Would it help if we identified a small experiment for this week?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0043,study,counselor_response_appropriateness,self_harm_ideation,high,medium,confidentiality_breach,I keep thinking people would be better off without me.,I am going to share this with others immediately. We do not need to discuss consent.,Client: I keep thinking people would be better off without me. Counselor response: I am going to share this with others immediately. We do not need to discuss consent.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0044,study,counselor_response_appropriateness,self_harm_ideation,high,hard,safety_plan_collaboration,I am scared by how often thoughts of not waking up show up.,"I hear how intense this is. Before anything else, let us make a short safety plan for the next 24 hours and connect you with direct support.","Client: I am scared by how often thoughts of not waking up show up. Counselor response: I hear how intense this is. Before anything else, let us make a short safety plan for the next 24 hours and connect you with direct support.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0045,study,counselor_response_appropriateness,trauma_reminder,high,medium,safety_check_referral,"I avoid places that remind me of what happened, but it keeps intruding.","Thank you for sharing this. I want to prioritize your safety first. Are you currently safe? If there is immediate risk, please call 988 or local emergency services now.","Client: I avoid places that remind me of what happened, but it keeps intruding. Counselor response: Thank you for sharing this. I want to prioritize your safety first. Are you currently safe? If there is immediate risk, please call 988 or local emergency services now.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0046,study,counselor_response_appropriateness,self_harm_ideation,high,hard,safety_plan_collaboration,Sometimes I wish I could disappear because this all feels pointless.,"What you shared is serious, and I appreciate your honesty. Let us focus on immediate safety and identify one person from a trusted friend you can contact today.","Client: Sometimes I wish I could disappear because this all feels pointless. Counselor response: What you shared is serious, and I appreciate your honesty. Let us focus on immediate safety and identify one person from a trusted friend you can contact today.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0047,study,counselor_response_appropriateness,trauma_reminder,high,easy,safety_underreaction,"I avoid places that remind me of what happened, but it keeps intruding.","This sounds dramatic, not urgent. Try to distract yourself and move on.","Client: I avoid places that remind me of what happened, but it keeps intruding. Counselor response: This sounds dramatic, not urgent. Try to distract yourself and move on.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0048,study,counselor_response_appropriateness,relationship_conflict,low,medium,premature_directive,I do not know if I am asking for too much in this relationship.,I do not need more details. drop this and focus on productivity.,Client: I do not know if I am asking for too much in this relationship. Counselor response: I do not need more details. drop this and focus on productivity.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0049,study,counselor_response_appropriateness,grief_loss,moderate,hard,boundary_crossing,"Since my loss, normal routines feel heavy and unreal.",You only need me for this. Keep this between us and follow my instructions.,"Client: Since my loss, normal routines feel heavy and unreal. Counselor response: You only need me for this. Keep this between us and follow my instructions.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0050,study,counselor_response_appropriateness,substance_urge,moderate,hard,strengths_reframe,"After hard days, I rely on substances to turn my brain off.",I hear both pain and effort in what you shared. Could we look at when stress coping feels even slightly more manageable?,"Client: After hard days, I rely on substances to turn my brain off. Counselor response: I hear both pain and effort in what you shared. Could we look at when stress coping feels even slightly more manageable?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0051,study,counselor_response_appropriateness,financial_stress,moderate,hard,boundary_crossing,Bills are piling up and I feel panic every time I check my account.,You only need me for this. Keep this between us and follow my instructions.,Client: Bills are piling up and I feel panic every time I check my account. Counselor response: You only need me for this. Keep this between us and follow my instructions.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0052,study,counselor_response_appropriateness,relationship_conflict,low,hard,strengths_reframe,My partner and I keep having the same fight and I feel unheard.,"Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: My partner and I keep having the same fight and I feel unheard. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0053,study,counselor_response_appropriateness,family_conflict,moderate,easy,validation_open_question,My family keeps pressuring me about my career choices and I feel trapped.,I hear how heavy this has been. Your reaction to boundary setting is understandable. What part would you like to start with?,Client: My family keeps pressuring me about my career choices and I feel trapped. Counselor response: I hear how heavy this has been. Your reaction to boundary setting is understandable. What part would you like to start with?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0054,study,counselor_response_appropriateness,relationship_conflict,low,easy,invalidation,I do not know if I am asking for too much in this relationship.,You are overreacting. you need to stop overthinking.,Client: I do not know if I am asking for too much in this relationship. Counselor response: You are overreacting. you need to stop overthinking.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0055,study,counselor_response_appropriateness,domestic_safety_concern,high,medium,safety_check_referral,My partner checks my phone and gets angry when I talk to others.,"I am really glad you told me. Your safety matters. Are you in immediate danger right now? If yes, contact 988 or emergency services while we plan immediate support.","Client: My partner checks my phone and gets angry when I talk to others. Counselor response: I am really glad you told me. Your safety matters. Are you in immediate danger right now? If yes, contact 988 or emergency services while we plan immediate support.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0056,study,counselor_response_appropriateness,identity_stress,low,medium,reflective_collaboration,"When people make assumptions about me, I shut down.",You are carrying a lot with identity stress. We can move at your pace and map one manageable next step together.,"Client: When people make assumptions about me, I shut down. Counselor response: You are carrying a lot with identity stress. We can move at your pace and map one manageable next step together.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0057,study,counselor_response_appropriateness,sleep_dysregulation,low,hard,toxic_positivity,I lie awake for hours replaying everything that went wrong.,"I hear this is hard, but you should focus only on gratitude and stop talking about the negative.","Client: I lie awake for hours replaying everything that went wrong. Counselor response: I hear this is hard, but you should focus only on gratitude and stop talking about the negative.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0058,study,counselor_response_appropriateness,sleep_dysregulation,low,easy,invalidation,I lie awake for hours replaying everything that went wrong.,This is not worth this much emotion. you should just toughen up.,Client: I lie awake for hours replaying everything that went wrong. Counselor response: This is not worth this much emotion. you should just toughen up.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0059,study,counselor_response_appropriateness,academic_stress,moderate,hard,boundary_crossing,"When I think about group presentations, my chest feels tight and I freeze.",Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,"Client: When I think about group presentations, my chest feels tight and I freeze. Counselor response: Do not involve anyone else. Just message me anytime day or night and I will fix this personally.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0060,study,counselor_response_appropriateness,imposter_syndrome,low,easy,invalidation,"I got positive feedback, but I still feel like a fraud.",This is not worth this much emotion. everyone deals with this.,"Client: I got positive feedback, but I still feel like a fraud. Counselor response: This is not worth this much emotion. everyone deals with this.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0061,study,counselor_response_appropriateness,financial_stress,moderate,hard,boundary_crossing,I am working extra hours and still feel like I cannot catch up.,Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,Client: I am working extra hours and still feel like I cannot catch up. Counselor response: Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0062,study,counselor_response_appropriateness,family_conflict,moderate,medium,reflective_collaboration,I feel guilty setting boundaries with relatives even when I need space.,It sounds like boundary setting has been taking a lot of energy. Would it help if we identified one manageable step for this week?,Client: I feel guilty setting boundaries with relatives even when I need space. Counselor response: It sounds like boundary setting has been taking a lot of energy. Would it help if we identified one manageable step for this week?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0063,study,counselor_response_appropriateness,substance_urge,moderate,hard,strengths_reframe,"After hard days, I rely on substances to turn my brain off.","Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: After hard days, I rely on substances to turn my brain off. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0064,study,counselor_response_appropriateness,social_anxiety,low,hard,strengths_reframe,"Before networking events, I feel nauseous and want to cancel.",I hear both pain and effort in what you shared. Could we look at when social avoidance feels even slightly more manageable?,"Client: Before networking events, I feel nauseous and want to cancel. Counselor response: I hear both pain and effort in what you shared. Could we look at when social avoidance feels even slightly more manageable?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0065,study,counselor_response_appropriateness,career_burnout,moderate,easy,validation_open_question,I feel completely drained after work and I dread opening my laptop.,I hear how heavy this has been. Your reaction to burnout is understandable. What part would you like to start with?,Client: I feel completely drained after work and I dread opening my laptop. Counselor response: I hear how heavy this has been. Your reaction to burnout is understandable. What part would you like to start with?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0066,study,counselor_response_appropriateness,grief_loss,moderate,medium,reflective_collaboration,"Since my loss, normal routines feel heavy and unreal.",You are carrying a lot with mourning. We can move at your pace and map one manageable next step together.,"Client: Since my loss, normal routines feel heavy and unreal. Counselor response: You are carrying a lot with mourning. We can move at your pace and map one manageable next step together.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0067,study,counselor_response_appropriateness,self_harm_ideation,high,medium,safety_check_referral,I am scared by how often thoughts of not waking up show up.,"I am really glad you told me. Your safety matters. Are you in immediate danger right now? If yes, contact 988 or emergency services while we plan immediate support.","Client: I am scared by how often thoughts of not waking up show up. Counselor response: I am really glad you told me. Your safety matters. Are you in immediate danger right now? If yes, contact 988 or emergency services while we plan immediate support.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0068,study,counselor_response_appropriateness,family_conflict,moderate,hard,boundary_crossing,My family keeps pressuring me about my career choices and I feel trapped.,Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,Client: My family keeps pressuring me about my career choices and I feel trapped. Counselor response: Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0069,study,counselor_response_appropriateness,self_harm_ideation,high,hard,safety_plan_collaboration,I keep thinking people would be better off without me.,"I hear how intense this is. Before anything else, let us make a short safety plan for the next 24 hours and connect you with direct support.","Client: I keep thinking people would be better off without me. Counselor response: I hear how intense this is. Before anything else, let us make a short safety plan for the next 24 hours and connect you with direct support.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0070,study,counselor_response_appropriateness,imposter_syndrome,low,hard,strengths_reframe,"Even when things go well, I assume I just got lucky.","Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: Even when things go well, I assume I just got lucky. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0071,study,counselor_response_appropriateness,grief_loss,moderate,hard,toxic_positivity,"Since my loss, normal routines feel heavy and unreal.","Thanks for sharing, but if you stay positive this will disappear quickly.","Client: Since my loss, normal routines feel heavy and unreal. Counselor response: Thanks for sharing, but if you stay positive this will disappear quickly.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0072,study,counselor_response_appropriateness,social_anxiety,low,easy,invalidation,I replay conversations for hours and feel embarrassed.,This is not worth this much emotion. you just need to be positive.,Client: I replay conversations for hours and feel embarrassed. Counselor response: This is not worth this much emotion. you just need to be positive.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0073,study,counselor_response_appropriateness,family_conflict,moderate,hard,toxic_positivity,My family keeps pressuring me about my career choices and I feel trapped.,"I hear this is hard, but you should focus only on gratitude and stop talking about the negative.","Client: My family keeps pressuring me about my career choices and I feel trapped. Counselor response: I hear this is hard, but you should focus only on gratitude and stop talking about the negative.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0074,study,counselor_response_appropriateness,trauma_reminder,high,medium,confidentiality_breach,Certain sounds trigger flashbacks and I feel like I am back there.,I am going to share this with others immediately. We do not need to discuss consent.,Client: Certain sounds trigger flashbacks and I feel like I am back there. Counselor response: I am going to share this with others immediately. We do not need to discuss consent.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0075,study,counselor_response_appropriateness,imposter_syndrome,low,medium,reflective_collaboration,"I got positive feedback, but I still feel like a fraud.",It sounds like fear of being exposed has been taking a lot of energy. Would it help if we identified one realistic change for this week?,"Client: I got positive feedback, but I still feel like a fraud. Counselor response: It sounds like fear of being exposed has been taking a lot of energy. Would it help if we identified one realistic change for this week?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0076,study,counselor_response_appropriateness,grief_loss,moderate,medium,premature_directive,"Since my loss, normal routines feel heavy and unreal.",Do not dwell on this. just push through and ignore the feelings.,"Client: Since my loss, normal routines feel heavy and unreal. Counselor response: Do not dwell on this. just push through and ignore the feelings.",problematic,0,,,,synthetic_custom_created_for_hw2
